t,base_x,base_y,base_z,base_roll,base_pitch,base_yaw,ee_0_x,ee_0_y,ee_0_z,ee_0_fx,ee_0_fy,ee_0_fz,ee_1_x,ee_1_y,ee_1_z,ee_1_fx,ee_1_fy,ee_1_fz,ee_2_x,ee_2_y,ee_2_z,ee_2_fx,ee_2_fy,ee_2_fz,ee_3_x,ee_3_y,ee_3_z,ee_3_fx,ee_3_fy,ee_3_fz,
                    0,                    0,                    0,                  0.8,                    0,                    0,                    0,                 0.68,                 0.38,                    0, 3.70930204396004e-10,-4.47659572605572e-10,     214.483088575537,                 0.68,                -0.38,                    0,-7.64143900542039e-10,-1.48552324904743e-09,     232.902600994565,                -0.68,                 0.38,                    0, 9.17323163415355e-10, 1.52344785005207e-09,      232.90260099448,                -0.68,                -0.38,                    0,-2.14261264943167e-10, 5.99555764299671e-10,      214.48308857655
                  0.1, 1.44059657052507e-14, 5.48125879570133e-15,    0.807843095238486,-1.45958820976463e-13, 1.37173491736644e-13,-8.59752131040251e-13,                 0.68,                 0.38,                    0, 5.95545668928106e-10,-9.69977442112515e-10,     224.767040375968,                 0.68,                -0.38,                    0,-7.65320614411628e-10,-1.39131704359375e-09,      245.49386621216,                -0.68,                 0.38,                    0, 7.27322016159075e-10, 1.27975152807845e-09,     245.493866212107,                -0.68,                -0.38,                    0,-4.85757121550852e-10, 9.65001794075648e-10,     224.767040377503
                  0.2, 3.13605932564791e-14,-5.33668316839144e-15,    0.833374530094322,-4.48544568881232e-13, 3.81757298013757e-13,-3.45728962183926e-12,                 0.68,                 0.38,                    0, 3.03086738623016e-10,-6.43876547478837e-10,     179.383762655468,                 0.68,                -0.38,                    0,-7.61801277057528e-10,-1.19342684689278e-09,     270.303071740322,                -0.68,                 0.38,                    0, 3.44917256879548e-10, 7.87028473509378e-10,     270.303071740324,                -0.68,                -0.38,                    0,-3.60874948522279e-10, 5.44257144945027e-10,     179.383762650591
                  0.3,-4.16008228815454e-15, -7.3652254203384e-14,    0.867394873235827, 6.94274464970523e-14,-1.62019753325965e-13,-7.35200911775873e-12,    0.680000000118531,    0.379999999998857,    0.045583893800601,                    0,                    0,                    0,                 0.68,                -0.38,                    0,-7.56019127718927e-10,-1.04343231616892e-09,     288.321552604369,                -0.68,                 0.38,                    0, 6.41035521588747e-11, 4.24158389374268e-10,     288.321552604384,   -0.680000000118596,   -0.379999999998853,   0.0455838938007833,                    0,                    0,                    0
                  0.4,-1.20163994999333e-13,-2.13341641852001e-13,    0.882353510723488, 5.02659440890011e-13,-7.03356660476557e-13,-1.19132270992655e-11,    0.680000000631765,    0.379999999993908,    0.108186288686616,                    0,                    0,                    0,                 0.68,                -0.38,                    0,-5.36582366515857e-10,-6.26109697367414e-10,      293.14201895696,                -0.68,                 0.38,                    0,-8.42784839328315e-11, 1.83279983905926e-10,      293.14201895697,   -0.680000000632108,   -0.379999999993889,    0.108186288671942,                    0,                    0,                    0
                  0.5,-3.08517208735248e-13,-3.98635430411225e-13,    0.873070717313443, 7.08162879348324e-13,-9.86687394098064e-13,-1.66980114353324e-11,    0.680000000932657,    0.379999999991007, 2.45445455819108e-16,-7.16587719531613e-12, 2.77433346256848e-11,     5.73778113986029,                 0.68,                -0.38,                    0, 1.95310728554854e-10,  7.3198315579733e-10,      305.17424945368,                -0.68,                 0.38,                    0, -5.0976907825131e-10,-5.29729258784951e-10,      305.17424945366,   -0.680000000933164,   -0.379999999990979, 2.45445455982586e-16, 2.42167573691539e-11,-2.84156925317474e-11,     5.73778114083599
                  0.6,-5.29501795334185e-13,-5.59704325467994e-13,     0.84670991113638, 8.62906243229062e-13,-8.98021884359713e-13,-2.09004102993067e-11,    0.680000000932657,    0.379999999991007, 2.45445455819108e-16,-1.12818988260035e-10, 4.36957640738176e-10,     90.4308663797584,                 0.68,                -0.38,                    0, 8.84086873766791e-10,   2.009268192268e-09,     316.502688145762,                -0.68,                 0.38,                    0, -9.0876506583468e-10,-1.19897858682419e-09,     316.502688145684,   -0.680000000933164,   -0.379999999990979, 2.45445455982586e-16, 3.81682016709949e-10,-4.47948799664429e-10,     90.4308663826908
                  0.7,-7.22017159821801e-13,-6.31911762463518e-13,    0.824856818928586, 9.32222408793261e-13,-2.79032750051605e-13,-2.35193301619662e-11,    0.680000000932657,    0.379999999991007, 2.45445455819108e-16,-2.72668947527267e-10, 1.05672352060694e-09,     218.930044771797,                 0.68,                -0.38,                    0, 9.81020456974298e-10, 2.17084643218099e-09,     304.204842175765,                -0.68,                 0.38,                    0,-9.45244017986207e-10, -1.2761381945477e-09,     304.204842175386,   -0.680000000933164,   -0.379999999990979, 2.45445455982586e-16, 9.24083291218844e-10,-1.08485709809003e-09,     218.930044774856
                  0.8,-8.32033877572449e-13, -6.0448244949639e-13,      0.8302358795116, 9.33017644992942e-13, 5.73278077096445e-13,-2.39825352371311e-11,    0.680000000932657,    0.379999999991007, 2.45445455819108e-16,-3.93304906737856e-10, 1.52599758901844e-09,     316.783417936498,                 0.68,                -0.38,                    0, 6.15889083095425e-10, 1.36235728245867e-09,     190.911144580532,                -0.68,                 0.38,                    0,-5.92828513330245e-10, -8.0060165905691e-10,     190.911144579794,   -0.680000000933164,   -0.379999999990979, 2.45445455982586e-16, 1.33723140614247e-09,-1.57078630409344e-09,     316.783417938215
                  0.9,-8.27788896682801e-13,-5.13799896032784e-13,    0.859889985743722, 9.04352343724209e-13, 1.10688421803637e-12,-2.23874312516476e-11,    0.680000000932657,    0.379999999991007, 2.45445455819108e-16,-3.88863134688595e-10, 1.49266719701331e-09,     328.110152191775,                 0.68,                -0.38,                    0, 1.74800042554129e-10, 3.86587156606723e-10,     54.1738043095566,                -0.68,                 0.38,                    0,-1.68168511019946e-10, -2.2714338022467e-10,     54.1738043089449,   -0.680000000933164,   -0.379999999990979, 2.45445455982586e-16, 1.31165407180223e-09,-1.55039772364491e-09,     328.110152192275
